ID_Imovel,Tipo_Imovel,Cidade,Bairro,Area_m2,Num_Quartos,Num_Banheiros,Aluguel_Mensal,Disponivel
IMV-0340,Estúdio,São Paulo,Centro,97,4,2,3116.21,Sim
IMV-0341,Casa,Porto Alegre,Zona Sul,156,1,1,4458.69,Não
IMV-0342,Apartamento,Rio de Janeiro,Zona Norte,175,4,2,2853.2,Não
IMV-0343,Estúdio,Porto Alegre,Centro,146,2,1,4312.78,Não
IMV-0344,Casa,Rio de Janeiro,Zona Oeste,180,2,1,3006.89,Não
IMV-0345,Estúdio,São Paulo,Zona Oeste,239,4,1,3619.19,Não
IMV-0346,Apartamento,Belo Horizonte,Zona Oeste,116,3,2,1785.56,Não
IMV-0347,Estúdio,Belo Horizonte,Zona Oeste,162,1,2,2665.2,Sim
IMV-0348,Estúdio,Salvador,Zona Leste,158,1,1,3108.71,Sim
IMV-0349,Casa,Porto Alegre,Centro,276,3,2,1289.0,Sim
IMV-0350,Estúdio,Porto Alegre,Centro,166,3,2,2671.25,Não
IMV-0351,Casa,São Paulo,Zona Sul,32,2,1,3901.91,Sim
IMV-0352,Apartamento,Porto Alegre,Zona Sul,110,1,2,2371.23,Não
IMV-0353,Estúdio,São Paulo,Zona Norte,130,2,2,1586.52,Não
IMV-0354,Estúdio,Rio de Janeiro,Zona Leste,251,4,2,3831.73,Sim
IMV-0355,Casa,Belo Horizonte,Zona Oeste,248,4,2,2564.2,Não
IMV-0356,Apartamento,São Paulo,Zona Leste,113,2,2,602.98,Não
IMV-0357,Casa,Rio de Janeiro,Zona Sul,70,1,1,2337.23,Não
IMV-0358,Estúdio,Porto Alegre,Zona Norte,130,4,1,4856.39,Não
IMV-0359,Apartamento,Porto Alegre,Centro,252,1,2,1377.72,Não
IMV-0360,Estúdio,Belo Horizonte,Centro,299,3,1,4300.77,Sim
IMV-0361,Casa,Rio de Janeiro,Zona Oeste,69,1,1,3383.68,Sim
IMV-0362,Casa,Salvador,Centro,160,2,1,1383.63,Não
IMV-0363,Casa,Porto Alegre,Zona Sul,107,4,2,2475.52,Sim
IMV-0364,Apartamento,São Paulo,Centro,242,1,1,3598.46,Não
IMV-0365,Casa,Porto Alegre,Zona Leste,170,1,1,1481.15,Não
IMV-0366,Casa,São Paulo,Zona Leste,279,4,1,1625.52,Não
IMV-0367,Casa,Rio de Janeiro,Zona Norte,139,1,2,1244.07,Não
IMV-0368,Apartamento,São Paulo,Zona Sul,202,4,2,1115.29,Sim
IMV-0369,Apartamento,São Paulo,Zona Sul,136,3,1,3700.09,Não
IMV-0370,Estúdio,São Paulo,Zona Leste,90,2,1,1387.29,Sim
IMV-0371,Apartamento,Salvador,Zona Oeste,147,2,1,2083.05,Não
IMV-0372,Casa,Porto Alegre,Zona Sul,216,1,1,2464.08,Sim
IMV-0373,Apartamento,São Paulo,Zona Norte,82,2,1,2427.4,Sim
IMV-0374,Casa,Belo Horizonte,Zona Leste,286,4,1,841.67,Sim
IMV-0375,Apartamento,Porto Alegre,Zona Leste,279,3,2,2841.09,Sim
IMV-0376,Estúdio,Belo Horizonte,Zona Sul,64,2,1,4112.58,Não
IMV-0377,Estúdio,São Paulo,Zona Norte,279,3,2,519.93,Não
IMV-0378,Apartamento,Rio de Janeiro,Centro,174,1,2,854.36,Não
IMV-0379,Estúdio,Porto Alegre,Zona Sul,244,3,2,4372.61,Não
IMV-0380,Apartamento,Belo Horizonte,Zona Sul,172,1,2,1328.43,Sim
IMV-0381,Casa,Belo Horizonte,Zona Oeste,42,3,1,4440.38,Sim
IMV-0382,Estúdio,Porto Alegre,Zona Leste,297,1,2,3234.77,Sim
IMV-0383,Apartamento,Rio de Janeiro,Zona Norte,35,2,1,3586.49,Não
IMV-0384,Estúdio,São Paulo,Zona Leste,168,2,1,4706.39,Não
IMV-0385,Casa,Rio de Janeiro,Zona Leste,86,1,1,3903.65,Não
IMV-0386,Casa,São Paulo,Zona Norte,125,3,1,3820.84,Não
IMV-0387,Apartamento,Rio de Janeiro,Centro,56,3,2,4490.1,Não
IMV-0388,Estúdio,Porto Alegre,Zona Norte,65,4,2,4543.89,Sim
IMV-0389,Estúdio,Salvador,Zona Oeste,143,3,1,2243.84,Sim
IMV-0390,Estúdio,Belo Horizonte,Zona Norte,74,2,1,3900.56,Não
IMV-0391,Estúdio,Porto Alegre,Zona Oeste,103,1,1,3527.8,Não
IMV-0392,Apartamento,Porto Alegre,Zona Norte,106,2,2,1850.8,Sim
IMV-0393,Casa,Rio de Janeiro,Zona Sul,171,1,1,906.74,Sim
IMV-0394,Casa,São Paulo,Zona Norte,57,1,2,3662.06,Não
IMV-0395,Casa,Rio de Janeiro,Zona Norte,242,2,1,2579.99,Sim
IMV-0396,Apartamento,Salvador,Centro,61,1,1,1152.14,Não
IMV-0397,Apartamento,São Paulo,Zona Oeste,78,3,2,2184.94,Sim
IMV-0398,Casa,São Paulo,Zona Sul,46,3,1,4483.99,Não
IMV-0399,Apartamento,Belo Horizonte,Zona Norte,100,4,2,3070.78,Não
IMV-0400,Estúdio,Salvador,Zona Leste,112,2,2,3134.35,Não
IMV-0401,Apartamento,Porto Alegre,Zona Norte,172,3,1,4062.18,Sim
IMV-0402,Estúdio,Salvador,Zona Leste,177,2,1,2435.24,Não
IMV-0403,Casa,Rio de Janeiro,Zona Norte,231,3,2,2640.38,Não
IMV-0404,Estúdio,Porto Alegre,Centro,105,2,1,1427.09,Sim
IMV-0405,Casa,São Paulo,Centro,61,2,2,702.55,Sim
IMV-0406,Estúdio,Porto Alegre,Zona Leste,177,1,2,1449.61,Sim
IMV-0407,Apartamento,Belo Horizonte,Zona Sul,259,1,1,900.59,Sim
IMV-0408,Apartamento,Belo Horizonte,Zona Oeste,104,3,1,1910.99,Sim
IMV-0409,Apartamento,Belo Horizonte,Centro,88,3,1,2075.48,Não
IMV-0410,Casa,Porto Alegre,Zona Sul,248,3,1,2897.08,Não
IMV-0411,Casa,Belo Horizonte,Zona Leste,286,4,2,3586.79,Sim
IMV-0412,Estúdio,Rio de Janeiro,Zona Oeste,100,3,2,4799.78,Não
IMV-0413,Estúdio,São Paulo,Zona Leste,231,4,2,535.78,Não
IMV-0414,Apartamento,Rio de Janeiro,Centro,150,4,2,634.12,Não
IMV-0415,Apartamento,Porto Alegre,Zona Norte,81,1,1,3965.42,Sim
IMV-0416,Apartamento,Salvador,Zona Oeste,252,3,1,3085.08,Sim
IMV-0417,Estúdio,Rio de Janeiro,Zona Oeste,45,2,2,3346.97,Não
IMV-0418,Apartamento,Rio de Janeiro,Zona Leste,59,3,2,3032.08,Sim
IMV-0419,Apartamento,Belo Horizonte,Zona Oeste,168,1,2,2027.73,Sim
IMV-0420,Casa,São Paulo,Centro,266,3,1,4195.22,Sim
IMV-0421,Estúdio,São Paulo,Zona Leste,49,3,2,4136.77,Sim
IMV-0422,Estúdio,Porto Alegre,Zona Oeste,150,2,2,3189.23,Sim
IMV-0423,Estúdio,São Paulo,Centro,98,2,2,3658.3,Não
IMV-0424,Estúdio,São Paulo,Zona Oeste,58,1,1,3229.17,Sim
IMV-0425,Estúdio,Belo Horizonte,Zona Leste,276,3,2,4742.18,Sim
IMV-0426,Casa,Belo Horizonte,Zona Sul,243,1,1,835.34,Não
IMV-0427,Casa,Porto Alegre,Centro,143,3,1,1163.56,Não
IMV-0428,Estúdio,Rio de Janeiro,Zona Leste,57,1,1,2073.44,Não
IMV-0429,Casa,São Paulo,Zona Norte,294,4,1,2499.16,Sim
IMV-0430,Estúdio,São Paulo,Zona Leste,243,1,2,1491.49,Sim
IMV-0431,Apartamento,Salvador,Zona Leste,254,3,1,2625.19,Não
IMV-0432,Estúdio,Rio de Janeiro,Centro,252,3,2,4373.12,Sim
IMV-0433,Estúdio,Belo Horizonte,Zona Norte,113,4,2,3957.38,Sim
IMV-0434,Casa,Porto Alegre,Zona Sul,107,1,1,3883.21,Não
IMV-0435,Apartamento,Salvador,Zona Norte,115,3,2,671.85,Sim
IMV-0436,Estúdio,Porto Alegre,Centro,86,2,1,2707.78,Sim
IMV-0437,Apartamento,Belo Horizonte,Zona Oeste,46,4,2,1908.73,Não
IMV-0438,Estúdio,Porto Alegre,Zona Leste,272,4,2,4512.66,Não
IMV-0439,Casa,Rio de Janeiro,Zona Oeste,173,3,1,2150.29,Não
IMV-0440,Casa,Porto Alegre,Zona Sul,226,2,2,3100.61,Não
IMV-0441,Apartamento,Porto Alegre,Zona Leste,89,1,2,4972.67,Não
IMV-0442,Apartamento,São Paulo,Centro,79,3,1,3982.04,Não
IMV-0443,Casa,Rio de Janeiro,Centro,282,3,1,1700.14,Sim
IMV-0444,Apartamento,Salvador,Zona Norte,48,2,2,1237.4,Sim
IMV-0445,Casa,São Paulo,Zona Sul,52,1,1,3600.39,Não
IMV-0446,Casa,São Paulo,Zona Norte,197,2,1,3352.06,Não
IMV-0447,Casa,Rio de Janeiro,Zona Oeste,104,2,2,4231.17,Não
IMV-0448,Apartamento,São Paulo,Zona Oeste,31,4,2,2470.19,Sim
IMV-0449,Estúdio,Rio de Janeiro,Centro,88,2,1,1553.98,Sim
IMV-0450,Casa,Rio de Janeiro,Centro,154,3,2,4560.85,Não
IMV-0451,Casa,São Paulo,Centro,67,3,1,1894.01,Sim
IMV-0452,Estúdio,Belo Horizonte,Zona Sul,132,2,2,1573.9,Não
IMV-0453,Estúdio,Porto Alegre,Zona Norte,177,2,2,1748.06,Sim
IMV-0454,Estúdio,Belo Horizonte,Zona Sul,140,1,1,3407.05,Não
IMV-0455,Casa,Belo Horizonte,Zona Norte,281,1,2,4067.51,Sim
IMV-0456,Estúdio,Porto Alegre,Zona Leste,91,2,2,3935.99,Não
IMV-0457,Apartamento,São Paulo,Zona Norte,217,4,2,942.1,Sim
IMV-0458,Casa,Belo Horizonte,Zona Leste,84,3,2,1767.38,Não
IMV-0459,Casa,Porto Alegre,Zona Leste,236,2,2,4197.55,Sim
IMV-0460,Apartamento,Porto Alegre,Zona Norte,47,4,2,837.57,Sim
IMV-0461,Casa,Rio de Janeiro,Zona Oeste,31,2,1,4784.06,Sim
IMV-0462,Apartamento,Rio de Janeiro,Centro,31,4,2,4176.73,Sim
IMV-0463,Apartamento,Rio de Janeiro,Zona Sul,226,2,2,1383.66,Sim
IMV-0464,Apartamento,Salvador,Centro,120,1,1,2037.6,Sim
IMV-0465,Estúdio,Salvador,Centro,208,4,2,4725.27,Não
IMV-0466,Apartamento,Belo Horizonte,Zona Oeste,275,1,1,3591.82,Sim
IMV-0467,Estúdio,Porto Alegre,Zona Norte,256,4,1,2912.31,Não
IMV-0468,Estúdio,São Paulo,Zona Leste,145,2,2,4310.64,Não
IMV-0469,Apartamento,São Paulo,Zona Oeste,299,2,2,2794.61,Sim
IMV-0470,Casa,Belo Horizonte,Centro,48,1,2,3773.65,Sim
IMV-0471,Estúdio,Porto Alegre,Centro,256,4,1,3614.53,Não
IMV-0472,Casa,Belo Horizonte,Zona Sul,157,3,1,2571.94,Não
IMV-0473,Casa,Salvador,Zona Norte,86,3,2,1115.08,Sim
IMV-0474,Apartamento,Porto Alegre,Zona Sul,167,2,1,3289.12,Sim
IMV-0475,Casa,Salvador,Zona Norte,298,4,1,857.02,Não
IMV-0476,Casa,Porto Alegre,Centro,154,3,2,3806.85,Não
IMV-0477,Estúdio,Belo Horizonte,Zona Oeste,234,4,1,3730.61,Sim
IMV-0478,Casa,Rio de Janeiro,Centro,135,4,2,4609.56,Sim
IMV-0479,Casa,Belo Horizonte,Zona Leste,106,4,1,4352.12,Não
IMV-0480,Apartamento,Belo Horizonte,Zona Oeste,239,3,1,4534.28,Não
IMV-0481,Estúdio,Porto Alegre,Zona Norte,60,3,1,4481.61,Sim
IMV-0482,Casa,São Paulo,Zona Sul,207,2,2,4789.73,Não
IMV-0483,Casa,Rio de Janeiro,Zona Sul,110,2,2,4834.65,Não
IMV-0484,Casa,Porto Alegre,Zona Oeste,273,1,2,2589.4,Sim
IMV-0485,Casa,Rio de Janeiro,Centro,130,2,1,798.29,Sim
IMV-0486,Casa,São Paulo,Zona Sul,140,2,2,3122.95,Não
IMV-0487,Apartamento,Porto Alegre,Zona Sul,104,4,2,4327.2,Sim
IMV-0488,Casa,Salvador,Centro,114,2,1,3496.98,Não
IMV-0489,Casa,Salvador,Zona Leste,69,3,1,2480.07,Sim
IMV-0490,Casa,Salvador,Zona Norte,67,1,2,987.39,Sim
IMV-0491,Estúdio,Rio de Janeiro,Zona Oeste,190,4,1,2398.76,Não
IMV-0492,Apartamento,Salvador,Zona Oeste,190,3,2,3035.19,Sim
IMV-0493,Estúdio,São Paulo,Zona Oeste,64,1,2,4694.37,Sim
IMV-0494,Apartamento,São Paulo,Zona Oeste,230,1,1,4744.32,Sim
IMV-0495,Estúdio,Porto Alegre,Zona Oeste,165,3,1,3282.89,Sim
IMV-0496,Casa,Rio de Janeiro,Zona Leste,96,3,2,1840.15,Sim
IMV-0497,Casa,Belo Horizonte,Zona Leste,100,1,1,1594.53,Não
IMV-0498,Estúdio,Belo Horizonte,Centro,299,4,2,2596.23,Não
IMV-0499,Apartamento,Rio de Janeiro,Zona Sul,173,1,2,1424.73,Não
IMV-0500,Estúdio,Rio de Janeiro,Zona Norte,271,4,2,4619.63,Sim
IMV-0501,Casa,Belo Horizonte,Zona Norte,201,3,1,2070.3,Sim
IMV-0502,Estúdio,Salvador,Zona Oeste,169,1,2,1155.2,Sim
IMV-0503,Apartamento,Porto Alegre,Zona Oeste,62,1,2,4308.63,Não
IMV-0504,Estúdio,São Paulo,Centro,52,1,2,2257.51,Sim
IMV-0505,Casa,Porto Alegre,Zona Norte,209,4,1,4973.55,Sim
IMV-0506,Apartamento,São Paulo,Zona Oeste,293,4,2,3654.1,Sim
IMV-0507,Estúdio,Salvador,Zona Sul,102,4,2,4340.63,Sim
IMV-0508,Estúdio,Belo Horizonte,Zona Oeste,224,4,1,2462.94,Não
IMV-0509,Estúdio,Porto Alegre,Centro,152,1,2,811.21,Não
IMV-0510,Estúdio,Rio de Janeiro,Zona Leste,192,1,1,3504.68,Não
IMV-0511,Casa,Belo Horizonte,Zona Norte,82,1,2,2442.53,Sim
IMV-0512,Estúdio,Salvador,Zona Norte,203,1,2,1658.81,Não
IMV-0513,Apartamento,Rio de Janeiro,Zona Leste,255,2,2,2610.04,Sim
IMV-0514,Estúdio,Salvador,Zona Oeste,37,3,1,1338.62,Não
IMV-0515,Estúdio,Salvador,Zona Norte,60,4,1,4281.02,Não
IMV-0516,Estúdio,Belo Horizonte,Zona Sul,161,3,2,4865.17,Sim
IMV-0517,Casa,Rio de Janeiro,Zona Leste,178,3,2,607.46,Sim
IMV-0518,Casa,Rio de Janeiro,Zona Norte,275,3,1,2465.26,Sim
IMV-0519,Casa,Porto Alegre,Zona Leste,122,3,1,4252.05,Sim
IMV-0520,Apartamento,Belo Horizonte,Zona Sul,122,3,1,4983.77,Não
IMV-0521,Apartamento,São Paulo,Zona Oeste,167,1,1,3521.01,Não
IMV-0522,Casa,São Paulo,Zona Sul,270,2,1,1316.56,Não
IMV-0523,Estúdio,Belo Horizonte,Zona Sul,52,1,2,4147.2,Sim
IMV-0524,Casa,Belo Horizonte,Zona Oeste,47,4,1,1139.71,Não
IMV-0525,Estúdio,São Paulo,Centro,124,3,2,2586.24,Não
IMV-0526,Estúdio,Belo Horizonte,Zona Norte,178,3,2,4198.74,Não
IMV-0527,Estúdio,São Paulo,Zona Norte,70,2,1,2115.96,Não
IMV-0528,Apartamento,Rio de Janeiro,Zona Norte,281,1,1,2896.81,Sim
IMV-0529,Apartamento,Porto Alegre,Zona Oeste,242,4,2,784.35,Sim
IMV-0530,Apartamento,Belo Horizonte,Zona Norte,211,2,1,4925.46,Não
IMV-0531,Casa,Belo Horizonte,Zona Sul,53,4,1,4960.76,Não
IMV-0532,Estúdio,Salvador,Centro,201,2,2,4415.44,Sim
IMV-0533,Apartamento,Salvador,Zona Norte,122,3,2,920.47,Não
IMV-0534,Casa,Porto Alegre,Centro,185,1,2,3583.96,Não
IMV-0535,Apartamento,Porto Alegre,Zona Leste,230,1,1,2809.07,Não
IMV-0536,Apartamento,Salvador,Zona Sul,195,4,2,1025.9,Sim
IMV-0537,Casa,São Paulo,Centro,276,2,1,2797.08,Sim
IMV-0538,Estúdio,São Paulo,Zona Norte,293,2,2,3672.84,Sim
IMV-0539,Apartamento,Belo Horizonte,Zona Oeste,40,1,1,1450.35,Não
IMV-0540,Apartamento,São Paulo,Zona Leste,86,3,1,2765.57,Sim
IMV-0541,Casa,Belo Horizonte,Zona Leste,283,4,2,4075.16,Não
IMV-0542,Casa,Porto Alegre,Zona Sul,269,2,1,818.51,Não
IMV-0543,Apartamento,Salvador,Zona Leste,200,3,2,1975.18,Não
IMV-0544,Apartamento,Rio de Janeiro,Zona Norte,150,1,2,1998.19,Sim
IMV-0545,Apartamento,São Paulo,Zona Sul,236,2,2,3117.88,Sim
IMV-0546,Estúdio,São Paulo,Zona Norte,105,1,1,4227.74,Sim
IMV-0547,Estúdio,Rio de Janeiro,Zona Oeste,104,3,1,1761.3,Sim
IMV-0548,Estúdio,Salvador,Zona Leste,202,4,2,4326.75,Não
IMV-0549,Casa,Porto Alegre,Centro,111,3,2,4421.02,Não
IMV-0550,Casa,Belo Horizonte,Zona Oeste,140,3,2,4675.33,Sim
IMV-0551,Casa,Rio de Janeiro,Centro,141,2,2,3398.69,Não
IMV-0552,Apartamento,Porto Alegre,Zona Leste,88,3,2,2982.62,Sim
IMV-0553,Apartamento,Rio de Janeiro,Zona Sul,35,1,2,2272.52,Sim
IMV-0554,Apartamento,Salvador,Zona Leste,185,4,1,2499.17,Não
IMV-0555,Apartamento,São Paulo,Zona Norte,261,2,1,4680.89,Não
IMV-0556,Apartamento,Rio de Janeiro,Zona Sul,224,3,1,2756.47,Sim
IMV-0557,Casa,São Paulo,Zona Sul,193,1,1,4729.63,Sim
IMV-0558,Apartamento,Rio de Janeiro,Centro,262,1,1,4540.39,Não
IMV-0559,Estúdio,São Paulo,Zona Norte,135,3,2,4433.6,Sim
IMV-0560,Estúdio,Belo Horizonte,Zona Leste,99,2,1,1833.83,Não
IMV-0561,Apartamento,Belo Horizonte,Zona Leste,100,3,2,1582.05,Não
IMV-0562,Apartamento,Belo Horizonte,Zona Norte,214,4,1,3072.01,Não
IMV-0563,Estúdio,Belo Horizonte,Centro,282,4,2,3559.83,Não
IMV-0564,Casa,Rio de Janeiro,Zona Sul,231,1,2,1799.13,Sim
IMV-0565,Apartamento,Belo Horizonte,Zona Norte,288,4,1,539.78,Não
IMV-0566,Apartamento,São Paulo,Zona Norte,45,3,1,3151.64,Não
IMV-0567,Casa,Porto Alegre,Centro,86,4,2,1725.19,Não
IMV-0568,Casa,Porto Alegre,Zona Norte,226,2,2,1642.86,Não
IMV-0569,Estúdio,Porto Alegre,Zona Oeste,206,4,1,900.05,Não
IMV-0570,Apartamento,Belo Horizonte,Zona Sul,64,4,2,4997.68,Sim
IMV-0571,Estúdio,Rio de Janeiro,Zona Norte,225,4,2,527.01,Sim
IMV-0572,Apartamento,Belo Horizonte,Zona Oeste,144,3,1,2302.07,Não
IMV-0573,Apartamento,Porto Alegre,Zona Norte,74,3,2,2389.09,Não
IMV-0574,Estúdio,Rio de Janeiro,Zona Oeste,37,3,2,1167.26,Sim
IMV-0575,Estúdio,Rio de Janeiro,Zona Leste,68,1,2,4662.79,Sim
IMV-0576,Apartamento,São Paulo,Zona Leste,110,2,2,2363.21,Não
IMV-0577,Apartamento,Salvador,Zona Oeste,80,1,2,3603.37,Sim
IMV-0578,Apartamento,São Paulo,Zona Norte,202,3,1,4105.96,Sim
IMV-0579,Estúdio,Porto Alegre,Centro,283,3,1,3344.36,Não
IMV-0580,Casa,São Paulo,Zona Sul,47,3,1,2395.46,Não
IMV-0581,Apartamento,Belo Horizonte,Zona Norte,192,1,1,1198.08,Não
IMV-0582,Apartamento,Salvador,Zona Oeste,45,3,2,2046.56,Sim
IMV-0583,Estúdio,Rio de Janeiro,Zona Norte,140,2,2,1203.78,Sim
IMV-0584,Estúdio,Rio de Janeiro,Zona Oeste,266,1,1,1542.8,Sim
IMV-0585,Estúdio,Porto Alegre,Centro,30,2,2,540.9,Sim
IMV-0586,Casa,São Paulo,Centro,63,2,1,2209.85,Não
IMV-0587,Casa,Salvador,Centro,226,4,1,2938.56,Não
IMV-0588,Casa,Rio de Janeiro,Centro,129,1,2,1000.33,Sim
IMV-0589,Casa,Salvador,Centro,241,3,1,4750.78,Não
IMV-0590,Estúdio,Porto Alegre,Centro,63,3,2,2765.61,Sim
IMV-0591,Apartamento,Porto Alegre,Zona Leste,275,2,2,3505.57,Sim
IMV-0592,Apartamento,Porto Alegre,Zona Norte,47,2,1,3419.84,Não
IMV-0593,Estúdio,Belo Horizonte,Zona Leste,85,4,2,793.07,Sim
IMV-0594,Estúdio,Belo Horizonte,Zona Norte,273,3,2,4687.01,Não
IMV-0595,Apartamento,Salvador,Zona Sul,213,1,2,4783.57,Não
IMV-0596,Casa,Porto Alegre,Zona Oeste,179,3,2,1507.68,Sim
IMV-0597,Apartamento,Rio de Janeiro,Zona Leste,181,2,2,2998.9,Sim
IMV-0598,Apartamento,Belo Horizonte,Zona Sul,104,4,2,4983.11,Não
IMV-0599,Casa,Salvador,Zona Norte,260,2,1,2605.35,Não
IMV-0600,Casa,Porto Alegre,Zona Sul,109,1,1,1071.25,Sim
IMV-0601,Casa,Salvador,Centro,239,3,2,2914.56,Sim
IMV-0602,Estúdio,São Paulo,Centro,278,2,2,2940.68,Não
IMV-0603,Apartamento,Porto Alegre,Centro,169,3,1,3296.6,Não
IMV-0604,Casa,São Paulo,Zona Oeste,224,4,2,4476.6,Não
IMV-0605,Estúdio,Belo Horizonte,Zona Sul,233,1,2,1544.1,Sim
IMV-0606,Apartamento,São Paulo,Zona Oeste,285,4,1,1954.11,Sim
IMV-0607,Estúdio,Porto Alegre,Zona Oeste,249,2,1,3905.57,Sim
IMV-0608,Casa,Salvador,Zona Oeste,153,2,1,4508.69,Sim
IMV-0609,Apartamento,Belo Horizonte,Zona Norte,157,1,1,3800.79,Não
IMV-0610,Casa,Belo Horizonte,Zona Leste,101,3,2,1978.63,Sim
IMV-0611,Casa,Salvador,Zona Oeste,249,2,1,1609.36,Não
IMV-0612,Apartamento,Porto Alegre,Zona Sul,283,4,1,2929.31,Não
IMV-0613,Estúdio,São Paulo,Zona Leste,76,1,2,4233.06,Não
IMV-0614,Estúdio,Belo Horizonte,Zona Sul,125,2,2,4600.27,Sim
IMV-0615,Apartamento,Belo Horizonte,Centro,240,4,1,558.95,Sim
IMV-0616,Apartamento,São Paulo,Centro,284,3,2,4474.92,Sim
IMV-0617,Estúdio,Salvador,Zona Sul,237,2,2,2069.56,Não
IMV-0618,Estúdio,Porto Alegre,Zona Oeste,107,4,1,3520.16,Não
IMV-0619,Apartamento,Rio de Janeiro,Zona Sul,259,4,2,1052.5,Sim
IMV-0620,Estúdio,Rio de Janeiro,Zona Leste,279,2,2,1901.4,Sim
IMV-0621,Apartamento,Salvador,Zona Oeste,83,3,1,3663.11,Sim
IMV-0622,Apartamento,São Paulo,Zona Norte,205,3,1,2428.87,Sim
IMV-0623,Casa,Belo Horizonte,Zona Sul,48,1,2,3156.61,Sim
IMV-0624,Casa,São Paulo,Zona Sul,203,1,2,3122.33,Sim
IMV-0625,Estúdio,Belo Horizonte,Zona Leste,72,4,2,1534.29,Sim
IMV-0626,Apartamento,Belo Horizonte,Zona Oeste,170,2,2,4023.66,Sim
IMV-0627,Casa,Rio de Janeiro,Centro,121,3,1,2081.41,Não
IMV-0628,Apartamento,Rio de Janeiro,Zona Leste,193,1,1,2477.58,Não
IMV-0629,Apartamento,São Paulo,Zona Norte,114,4,1,1454.76,Não
IMV-0630,Estúdio,Rio de Janeiro,Zona Sul,204,2,2,3921.63,Sim
IMV-0631,Estúdio,Belo Horizonte,Zona Oeste,88,4,2,1201.08,Não
IMV-0632,Casa,São Paulo,Zona Sul,48,2,1,4062.09,Sim
IMV-0633,Estúdio,Belo Horizonte,Zona Oeste,109,3,1,4378.92,Sim
IMV-0634,Estúdio,Rio de Janeiro,Centro,252,1,2,752.66,Não
IMV-0635,Casa,Rio de Janeiro,Zona Sul,151,2,2,4561.82,Sim
IMV-0636,Casa,Salvador,Zona Leste,246,3,1,4694.59,Não
IMV-0637,Estúdio,Porto Alegre,Zona Norte,121,4,2,4726.47,Sim
IMV-0638,Apartamento,São Paulo,Zona Norte,63,1,2,4996.87,Não
IMV-0639,Estúdio,Belo Horizonte,Zona Norte,154,2,2,1162.9,Sim
IMV-0640,Estúdio,Belo Horizonte,Zona Leste,39,3,2,2798.8,Sim
IMV-0641,Apartamento,Salvador,Zona Leste,121,3,2,1168.56,Sim
IMV-0642,Casa,Porto Alegre,Zona Sul,209,3,2,1117.31,Não
IMV-0643,Estúdio,Porto Alegre,Zona Norte,66,4,2,2214.28,Sim
IMV-0644,Apartamento,São Paulo,Centro,221,1,1,2162.22,Sim
IMV-0645,Casa,Salvador,Zona Sul,178,2,1,4478.22,Sim
IMV-0646,Apartamento,Belo Horizonte,Zona Leste,133,2,2,701.53,Sim
IMV-0647,Estúdio,Porto Alegre,Zona Oeste,189,1,1,3059.53,Não
IMV-0648,Apartamento,Porto Alegre,Zona Leste,277,2,2,3234.08,Sim
IMV-0649,Apartamento,Salvador,Centro,94,1,2,2870.67,Sim
IMV-0650,Estúdio,Salvador,Zona Norte,219,2,2,918.16,Não
IMV-0651,Casa,Belo Horizonte,Centro,60,3,2,564.44,Não
IMV-0652,Estúdio,Rio de Janeiro,Zona Oeste,275,2,2,3367.54,Sim
IMV-0653,Apartamento,São Paulo,Zona Leste,252,3,2,1994.39,Não
IMV-0654,Apartamento,Porto Alegre,Centro,120,2,1,1335.77,Sim
IMV-0655,Casa,Salvador,Centro,205,2,1,3207.66,Sim
IMV-0656,Casa,Rio de Janeiro,Centro,99,1,1,3562.56,Sim
IMV-0657,Apartamento,São Paulo,Zona Oeste,70,4,1,3728.04,Não
IMV-0658,Casa,São Paulo,Zona Leste,277,2,2,1211.18,Não
IMV-0659,Casa,São Paulo,Centro,242,1,1,996.16,Não
IMV-0660,Casa,São Paulo,Zona Leste,93,1,2,1862.6,Não
IMV-0661,Apartamento,Rio de Janeiro,Zona Oeste,33,1,2,3903.28,Não
IMV-0662,Estúdio,Porto Alegre,Zona Sul,68,2,1,1407.08,Sim
IMV-0663,Casa,São Paulo,Centro,75,4,2,3764.53,Não
IMV-0664,Casa,São Paulo,Zona Sul,196,1,2,4153.63,Sim
IMV-0665,Apartamento,Salvador,Zona Leste,115,3,2,4282.17,Não
IMV-0666,Estúdio,Salvador,Zona Norte,97,1,1,4091.96,Não
IMV-0667,Casa,Porto Alegre,Zona Sul,273,3,2,3910.4,Não
IMV-0668,Apartamento,Porto Alegre,Zona Sul,181,2,2,4638.77,Não
IMV-0669,Apartamento,Belo Horizonte,Centro,165,2,2,4933.69,Sim
IMV-0670,Casa,Salvador,Zona Sul,38,3,1,998.15,Não
IMV-0671,Estúdio,Porto Alegre,Zona Sul,40,1,1,2857.95,Não
IMV-0672,Apartamento,Salvador,Zona Norte,228,2,1,669.16,Sim
IMV-0673,Apartamento,São Paulo,Zona Norte,242,2,1,4287.32,Não
IMV-0674,Apartamento,Rio de Janeiro,Zona Leste,156,2,1,1026.44,Sim
IMV-0675,Estúdio,Salvador,Centro,290,3,2,974.33,Sim
IMV-0676,Casa,Porto Alegre,Zona Leste,38,2,1,2514.14,Não
IMV-0677,Casa,Rio de Janeiro,Zona Leste,119,2,1,2892.91,Não
IMV-0678,Estúdio,Belo Horizonte,Zona Leste,197,1,1,4251.12,Sim
